6109	Warlord's Crown	3	0	0	0	34	34	34	34	34	0	1	2	4	5	3	0	60	1	0	0	40651	160	1
8573	Antiquated Ferdinand	13	72	36	2480	75	74	82	57	0	0	2	3	45	27	0	0	60	96	0	0	34658	200	1
8842	Antiquated Deathbringer	13	72	36	2960	75	74	82	57	0	0	1	3	45	27	0	0	60	98	0	0	34244	200	1
8843	Antiquated Atlas	13	72	72	3200	75	67	82	57	0	0	5	3	46	6	0	0	60	99	0	0	34861	200	1
9630	Antiquated Chaos Burgeonet	3	0	0	0	46	45	50	35	0	0	1	3	22	27	0	0	60	98	0	0	40189	200	1
9631	Antiquated Chaos Cuirass	4	0	0	0	72	72	79	55	0	0	1	3	19	22	0	0	60	98	0	0	48076	200	1
9632	Antiquated Chaos Gauntlets	5	0	0	0	46	45	50	35	0	0	1	3	22	44	0	0	60	98	0	0	48477	200	1
9633	Antiquated Chaos Flanchard	7	0	0	0	72	72	79	55	0	0	1	3	45	19	0	0	60	98	0	0	45567	200	1
9634	Antiquated Chaos Sollerets	8	0	0	0	46	45	50	35	0	0	1	3	44	45	0	0	60	98	0	0	46984	200	1
9635	Antiquated Machinist's Goggles	3	0	0	0	46	45	50	35	0	0	2	3	45	27	0	0	60	96	0	0	40944	200	1
9636	Antiquated Machinist's Shirt	4	0	0	0	72	72	79	55	0	0	2	3	44	22	0	0	60	96	0	0	43236	200	1
9637	Antiquated Machinist's Gloves	5	0	0	0	46	45	50	35	0	0	2	3	22	27	0	0	60	96	0	0	44316	200	1
9638	Antiquated Machinist's Brais	7	0	0	0	72	72	79	55	0	0	2	3	27	22	0	0	60	96	0	0	45568	200	1
9639	Antiquated Machinist's Boots	8	0	0	0	46	45	50	35	0	0	2	3	45	22	0	0	60	96	0	0	46463	200	1
9640	Antiquated Welkin Hat	3	0	0	0	46	41	50	35	0	0	5	3	6	44	0	0	60	99	0	0	41234	200	1
9641	Antiquated Welkin Robe	4	0	0	0	72	65	79	55	0	0	5	3	6	27	0	0	60	99	0	0	43673	200	1
9642	Antiquated Welkin Half Sleeves	5	0	0	0	46	41	50	35	0	0	5	3	6	46	0	0	60	99	0	0	44317	200	1
9643	Antiquated Welkin Breeches	7	0	0	0	72	65	79	55	0	0	5	3	44	6	0	0	60	99	0	0	45569	200	1
9644	Antiquated Welkin Shoes	8	0	0	0	46	41	50	35	0	0	5	3	27	44	0	0	60	99	0	0	49841	200	1
10180	Antiquated Creed Wings	3	0	0	0	46	45	50	35	0	0	1	3	44	22	0	0	60	20	0	0	40688	200	1
10181	Antiquated Creed Cuirass	4	0	0	0	72	72	79	55	0	0	1	3	22	19	0	0	60	20	0	0	43231	200	1
10182	Antiquated Creed Gauntlets	5	0	0	0	46	45	50	35	0	0	1	3	27	45	0	0	60	20	0	0	48472	200	1
10183	Antiquated Creed Cuisses	7	0	0	0	72	72	79	55	0	0	1	3	19	44	0	0	60	20	0	0	45557	200	1
10184	Antiquated Creed Sabatons	8	0	0	0	46	45	50	35	0	0	1	3	22	27	0	0	60	20	0	0	46982	200	1
10185	Antiquated Tantra Tantour	3	0	0	0	46	45	50	35	0	0	1	3	44	27	0	0	60	21	0	0	41230	200	1
10186	Antiquated Tantra Chestwrap	4	0	0	0	72	72	79	55	0	0	1	3	22	44	0	0	60	21	0	0	43232	200	1
10187	Antiquated Tantra Wristwraps	5	0	0	0	46	45	50	35	0	0	1	3	45	22	0	0	60	21	0	0	44312	200	1
10188	Antiquated Tantra Galligaskins	7	0	0	0	72	72	79	55	0	0	1	3	44	45	0	0	60	21	0	0	45558	200	1
10189	Antiquated Tantra Gaiters	8	0	0	0	46	45	50	35	0	0	1	3	22	45	0	0	60	21	0	0	49839	200	1
10190	Antiquated Ravager's Helm	3	0	0	0	46	45	50	35	0	0	1	3	27	22	0	0	60	22	0	0	40187	200	1
10191	Antiquated Ravager's Cuirass	4	0	0	0	72	72	79	55	0	0	1	3	45	19	0	0	60	22	0	0	43233	200	1
10192	Antiquated Ravager's Chains	5	0	0	0	46	45	50	35	0	0	1	3	45	27	0	0	60	22	0	0	48473	200	1
10193	Antiquated Ravager's Breeches	7	0	0	0	72	72	79	55	0	0	1	3	22	19	0	0	60	22	0	0	45559	200	1
10194	Antiquated Ravager's Warboots	8	0	0	0	46	45	50	35	0	0	1	3	22	44	0	0	60	22	0	0	46457	200	1
10195	Antiquated Dragonlancer's Mesail	3	0	0	0	46	45	50	35	0	0	1	3	44	45	0	0	60	23	0	0	40188	200	1
10196	Antiquated Dragonlancer's Plackart	4	0	0	0	72	72	79	55	0	0	1	3	22	27	0	0	60	23	0	0	43234	200	1
10197	Antiquated Dragonlancer's Vambraces	5	0	0	0	46	45	50	35	0	0	1	3	44	22	0	0	60	23	0	0	48474	200	1
10198	Antiquated Dragonlancer's Cuissots	7	0	0	0	72	72	79	55	0	0	1	3	27	45	0	0	60	23	0	0	45560	200	1
10199	Antiquated Dragonlancer's Schynbalds	8	0	0	0	46	45	50	35	0	0	1	3	22	44	0	0	60	23	0	0	46983	200	1
10200	Antiquated Aoidos' Turban	3	0	0	0	46	45	50	35	0	0	2	3	45	44	0	0	60	24	0	0	41231	200	1
10201	Antiquated Aoidos' Cloak	4	0	0	0	72	72	79	55	0	0	2	3	22	27	0	0	60	24	0	0	43668	200	1
10202	Antiquated Aoidos' Shoulder Gloves	5	0	0	0	46	45	50	35	0	0	2	3	45	22	0	0	60	24	0	0	44313	200	1
10203	Antiquated Aoidos' Tights	7	0	0	0	72	72	79	55	0	0	2	3	22	44	0	0	60	24	0	0	45561	200	1
10204	Antiquated Aoidos' Thighboots	8	0	0	0	46	45	50	35	0	0	2	3	27	45	0	0	60	24	0	0	46458	200	1
10205	Antiquated Orison Hood	3	0	0	0	46	41	50	35	0	0	5	3	6	46	0	0	60	25	0	0	41634	200	1
10206	Antiquated Orison Robe	4	0	0	0	72	65	79	55	0	0	5	3	27	6	0	0	60	25	0	0	43669	200	1
10207	Antiquated Orison Fingerless Gloves	5	0	0	0	46	41	50	35	0	0	5	3	6	44	0	0	60	25	0	0	44314	200	1
10208	Antiquated Orison Skirt	7	0	0	0	72	65	79	55	0	0	5	3	6	44	0	0	60	25	0	0	45562	200	1
10209	Antiquated Orison Thighboots	8	0	0	0	46	41	50	35	0	0	5	3	44	27	0	0	60	25	0	0	46459	200	1
10210	Antiquated Goetia Tricorne	3	0	0	0	46	41	50	35	0	0	4	3	22	44	0	0	60	26	0	0	41232	200	1
10211	Antiquated Goetia Coat	4	0	0	0	72	65	79	55	0	0	4	3	46	27	0	0	60	26	0	0	43670	200	1
10212	Antiquated Goetia Gloves	5	0	0	0	46	41	50	35	0	0	4	3	44	22	0	0	60	26	0	0	44315	200	1
10213	Antiquated Goetia Chausses	7	0	0	0	72	65	79	55	0	0	4	3	27	22	0	0	60	26	0	0	45563	200	1
10214	Antiquated Goetia Thighboots	8	0	0	0	46	41	50	35	0	0	4	3	44	27	0	0	60	26	0	0	46460	200	1
10215	Antiquated Caller's Horn	3	0	0	0	46	41	50	35	0	0	4	3	46	22	0	0	60	28	0	0	40689	200	1
10216	Antiquated Caller's Himation	4	0	0	0	72	65	79	55	0	0	4	3	27	44	0	0	60	28	0	0	43671	200	1
10217	Antiquated Caller's Armlets	5	0	0	0	46	41	50	35	0	0	4	3	44	46	0	0	60	28	0	0	48260	200	1
10218	Antiquated Caller's Loincloth	7	0	0	0	72	65	79	55	0	0	4	3	44	27	0	0	60	28	0	0	45564	200	1
10219	Antiquated Caller's Sandals	8	0	0	0	46	41	50	35	0	0	4	3	22	46	0	0	60	28	0	0	49840	200	1
10220	Antiquated Savant's Top Hat	3	0	0	0	46	41	50	35	0	0	5	3	6	27	0	0	60	29	0	0	41233	200	1
10221	Antiquated Savant's Overcoat	4	0	0	0	72	65	79	55	0	0	5	3	44	6	0	0	60	29	0	0	43672	200	1
10222	Antiquated Savant's Aethercell Gloves	5	0	0	0	46	41	50	35	0	0	5	3	6	44	0	0	60	29	0	0	48475	200	1
10223	Antiquated Savant's Culottes	7	0	0	0	72	65	79	55	0	0	5	3	6	46	0	0	60	29	0	0	45565	200	1
10224	Antiquated Savant's Boots	8	0	0	0	46	41	50	35	0	0	5	3	46	27	0	0	60	29	0	0	46461	200	1
10225	Antiquated Iga Zukin	3	0	0	0	46	45	50	35	0	0	2	3	22	27	0	0	60	92	0	0	41635	200	1
10226	Antiquated Iga Ningi	4	0	0	0	72	72	79	55	0	0	2	3	22	45	0	0	60	92	0	0	43235	200	1
10227	Antiquated Iga Tekko	5	0	0	0	46	45	50	35	0	0	2	3	45	22	0	0	60	92	0	0	48476	200	1
10228	Antiquated Iga Hakama	7	0	0	0	72	72	79	55	0	0	2	3	27	44	0	0	60	92	0	0	45566	200	1
10229	Antiquated Iga Kyahan	8	0	0	0	46	45	50	35	0	0	2	3	44	27	0	0	60	92	0	0	46462	200	1
10230	Millkeep's Cap	3	0	0	0	90	4	0	0	0	0	71	11	0	0	0	0	60	9	0	0	41235	180	1
10231	Millkeep's Apron	4	0	0	0	239	90	4	0	0	0	70	71	11	0	0	0	60	9	0	0	42426	180	1
10232	Millkeep's Gloves	5	0	0	0	90	4	0	0	0	0	71	11	0	0	0	0	60	9	0	0	44318	180	1
10233	Millkeep's Slops	7	0	0	0	90	8	0	0	0	0	71	70	0	0	0	0	60	9	0	0	45570	180	1
10234	Millkeep's Workboots	8	0	0	0	90	8	0	0	0	0	71	70	0	0	0	0	60	9	0	0	46464	180	1
10235	Forgekeep's Goggles	3	0	0	0	90	4	0	0	0	0	71	11	0	0	0	0	60	10	0	0	40945	180	1
10236	Forgekeep's Redingote	4	0	0	0	239	90	4	0	0	0	70	71	11	0	0	0	60	10	0	0	42427	180	1
10237	Forgekeep's Gloves	5	0	0	0	90	4	0	0	0	0	71	11	0	0	0	0	60	10	0	0	44319	180	1
10238	Forgekeep's Slops	7	0	0	0	90	8	0	0	0	0	71	70	0	0	0	0	60	10	0	0	45571	180	1
10239	Forgekeep's Sandals	8	0	0	0	90	8	0	0	0	0	71	70	0	0	0	0	60	10	0	0	49842	180	1
10240	Hammerkeep's Visor	3	0	0	0	90	4	0	0	0	0	71	11	0	0	0	0	60	11	0	0	40442	180	1
10241	Hammerkeep's Waist Apron	4	0	0	0	239	90	4	0	0	0	70	71	11	0	0	0	60	11	0	0	42428	180	1
10242	Hammerkeep's Work Gloves	5	0	0	0	90	4	0	0	0	0	71	11	0	0	0	0	60	11	0	0	48478	180	1
10243	Hammerkeep's Slops	7	0	0	0	90	8	0	0	0	0	71	70	0	0	0	0	60	11	0	0	45572	180	1
10244	Hammerkeep's Workboots	8	0	0	0	90	8	0	0	0	0	71	70	0	0	0	0	60	11	0	0	46465	180	1
10245	Gemkeep's Coronal	3	0	0	0	90	4	0	0	0	0	71	11	0	0	0	0	60	12	0	0	40690	180	1
10246	Gemkeep's Gown	4	0	0	0	239	90	4	0	0	0	70	71	11	0	0	0	60	12	0	0	42429	180	1
10247	Gemkeep's Chaplets	5	0	0	0	90	4	0	0	0	0	71	11	0	0	0	0	60	12	0	0	48261	180	1
10248	Gemkeep's Trousers	7	0	0	0	90	8	0	0	0	0	71	70	0	0	0	0	60	12	0	0	45573	180	1
10249	Gemkeep's Sandals	8	0	0	0	90	8	0	0	0	0	71	70	0	0	0	0	60	12	0	0	49843	180	1
10250	Hidekeep's Cap	3	0	0	0	90	4	0	0	0	0	71	11	0	0	0	0	60	13	0	0	41236	180	1
10251	Hidekeep's Apron	4	0	0	0	239	90	4	0	0	0	70	71	11	0	0	0	60	13	0	0	42430	180	1
10252	Hidekeep's Gloves	5	0	0	0	90	4	0	0	0	0	71	11	0	0	0	0	60	13	0	0	48479	180	1
10253	Hidekeep's Trousers	7	0	0	0	90	8	0	0	0	0	71	70	0	0	0	0	60	13	0	0	45574	180	1
10254	Hidekeep's Workboots	8	0	0	0	90	8	0	0	0	0	71	70	0	0	0	0	60	13	0	0	46466	180	1
10255	Boltkeep's Gibus	3	0	0	0	90	4	0	0	0	0	71	11	0	0	0	0	60	14	0	0	41237	180	1
10256	Boltkeep's Dreadnought	4	0	0	0	239	90	4	0	0	0	70	71	11	0	0	0	60	14	0	0	42431	180	1
10257	Boltkeep's Gloves	5	0	0	0	90	4	0	0	0	0	71	11	0	0	0	0	60	14	0	0	44320	180	1
10258	Boltkeep's Slacks	7	0	0	0	90	8	0	0	0	0	71	70	0	0	0	0	60	14	0	0	45575	180	1
10259	Boltkeep's Top Boots	8	0	0	0	90	8	0	0	0	0	71	70	0	0	0	0	60	14	0	0	46467	180	1
10260	Cauldronkeep's Spectacles	3	0	0	0	90	4	0	0	0	0	71	11	0	0	0	0	60	15	0	0	40946	180	1
10261	Cauldronkeep's Overcoat	4	0	0	0	239	90	4	0	0	0	70	71	11	0	0	0	60	15	0	0	42432	180	1
10262	Cauldronkeep's Gloves	5	0	0	0	90	4	0	0	0	0	71	11	0	0	0	0	60	15	0	0	44321	180	1
10263	Cauldronkeep's Longkilt	7	0	0	0	90	8	0	0	0	0	71	70	0	0	0	0	60	15	0	0	45576	180	1
10264	Cauldronkeep's Jackboots	8	0	0	0	90	8	0	0	0	0	71	70	0	0	0	0	60	15	0	0	46468	180	1
10265	Galleykeep's Toque	3	0	0	0	90	4	0	0	0	0	71	11	0	0	0	0	60	16	0	0	41238	180	1
10266	Galleykeep's Whites	4	0	0	0	239	90	4	0	0	0	70	71	11	0	0	0	60	16	0	0	42433	180	1
10267	Galleykeep's Gloves	5	0	0	0	90	4	0	0	0	0	71	11	0	0	0	0	60	16	0	0	44322	180	1
10268	Galleykeep's Trousers	7	0	0	0	90	8	0	0	0	0	71	70	0	0	0	0	60	16	0	0	45577	180	1
10269	Galleykeep's Top Boots	8	0	0	0	90	8	0	0	0	0	71	70	0	0	0	0	60	16	0	0	46469	180	1
10270	Minekeep's Helmet	3	0	0	0	146	14	0	0	0	0	73	3	0	0	0	0	60	17	0	0	40190	180	1
10271	Minekeep's Overalls	4	0	0	0	146	73	4	23	0	0	72	73	10	3	0	0	60	17	0	0	42434	180	1
10272	Minekeep's Work Gloves	5	0	0	0	110	4	14	0	0	0	72	10	3	0	0	0	60	17	0	0	44323	180	1
10273	Minekeep's Slops	7	0	0	0	73	37	23	0	0	0	72	73	3	0	0	0	60	17	0	0	45578	180	1
10274	Minekeep's Workboots	8	0	0	0	80	7	14	0	0	0	73	72	3	0	0	0	60	17	0	0	46470	180	1
10275	Fieldkeep's Canotier	3	0	0	0	146	14	0	0	0	0	73	3	0	0	0	0	60	18	0	0	41239	180	1
