11420	1769725	12672	7
11420	1770116	12672	10
11421	1769725	12672	10
11421	1770118	12672	10
11422	1769725	12672	10
11422	1770116	12672	10
11423	1769725	12672	10
11423	1770117	12672	10
11424	1769725	12672	10
11424	1770120	12672	10
11425	1769725	12672	10
11425	1770119	12672	10
11426	1769725	12672	10
11426	1770116	12672	10
11427	1769725	12672	10
11427	1770120	12672	10
11428	1769725	12672	10
11428	1770122	12672	10
11429	1769725	12672	10
11429	1770121	12672	10
11430	1769725	12672	10
11430	1770121	12672	10
11431	1769725	12672	10
11431	1770122	12672	10
11432	1769725	12672	10
11432	1770122	12672	10
11433	1769725	12672	3
11433	1770116	12672	10
11434	1769725	12673	7
11434	1770116	12673	10
11435	1769725	12673	10
11435	1770118	12673	10
11436	1769725	12673	10
11436	1770116	12673	10
11437	1769725	12673	10
11437	1770117	12673	10
11438	1769725	12673	10
11438	1770120	12673	10
11439	1769725	12673	10
11439	1770119	12673	10
11440	1769725	12673	10
11440	1770116	12673	10
11441	1769725	12673	10
11441	1770120	12673	10
11442	1769725	12673	10
11442	1770122	12673	10
11443	1769725	12673	10
11443	1770121	12673	10
11444	1769725	12673	10
11444	1770121	12673	10
11445	1769725	12673	10
11445	1770122	12673	10
11446	1769725	12673	10
11446	1770122	12673	10
11447	1769725	12673	3
11447	1770116	12673	10
11448	1769579	12674	2
11448	1770123	12674	2
11449	1769579	12674	2
11449	1770124	12674	2
11450	1769579	12674	2
11450	1770125	12674	2
11451	1769605	12674	2
11451	1770127	12674	2
11452	1769605	12674	2
11452	1770126	12674	2
11453	1769580	12674	2
11453	1770129	12674	2
11454	1769580	12674	2
11454	1770128	12674	2
11455	1769579	12675	4
11455	1770123	12675	4
11456	1769579	12675	4
11456	1770124	12675	4
11457	1769579	12675	4
11457	1770125	12675	4
11458	1769605	12675	4
11458	1770127	12675	4
11459	1769605	12675	4
11459	1770126	12675	4
11460	1769580	12675	4
11460	1770129	12675	4
11461	1769580	12675	4
11461	1770128	12675	4
11462	1769579	12676	2
11462	1770123	12676	2
11463	1769579	12676	2
11463	1770124	12676	2
11464	1769579	12676	2
11464	1770125	12676	2
11465	1769605	12676	2
11465	1770127	12676	2
11466	1769605	12676	2
11466	1770126	12676	2
11467	1769580	12676	2
11467	1770129	12676	2
11468	1769580	12676	2
11468	1770128	12676	2
11476	1769579	12677	4
11476	1770123	12677	4
11477	1769579	12677	4
11477	1770124	12677	4
11478	1769579	12677	4
11478	1770125	12677	4
11479	1769605	12677	4
11479	1770127	12677	4
11480	1769605	12677	4
11480	1770126	12677	4
11481	1769580	12677	4
11481	1770129	12677	4
11482	1769580	12677	4
11482	1770128	12677	4
11483	1769579	12678	2
11483	1770123	12678	2
11484	1769579	12678	2
11484	1770124	12678	2
11485	1769579	12678	2
11485	1770125	12678	2
11486	1769605	12678	2
11486	1770127	12678	2
11487	1769605	12678	2
11487	1770126	12678	2
11488	1769580	12678	2
11488	1770129	12678	2
11489	1769580	12678	2
11489	1770128	12678	2
11490	1769579	12680	1
11490	1770123	12680	1
11491	1769579	12680	1
11491	1770124	12680	1
11491	1770125	12680	1
11492	1769605	12680	1
11492	1770126	12680	1
11492	1770127	12680	1
11493	1769580	12680	1
11493	1770129	12680	1
11494	1769580	12680	1
11494	1770128	12680	1
11495	1769579	12680	1
11495	1770123	12680	1
11496	1769579	12680	1
11496	1770124	12680	1
11496	1770125	12680	1
11497	1769605	12680	1
11497	1770126	12680	1
11497	1770127	12680	1
11498	1769580	12680	1
11498	1770129	12680	1
11499	1769580	12680	1
11499	1770128	12680	1
11500	1769579	12680	1
11500	1770123	12680	1
11501	1769579	12680	1
11501	1770124	12680	1
11501	1770125	12680	1
11502	1769605	12680	1
11502	1770126	12680	1
11502	1770127	12680	1
11503	1769580	12680	1
11503	1770129	12680	1
11504	1769580	12680	1
11504	1770128	12680	1
11505	1769579	12680	1
11505	1770123	12680	1
11506	1769579	12680	1
11506	1770124	12680	1
11506	1770125	12680	1
11507	1769605	12680	1
11507	1770126	12680	1
11507	1770127	12680	1
11508	1769580	12680	1
11508	1770129	12680	1
11509	1769580	12680	1
11509	1770128	12680	1
11510	1769581	12684	5
11510	1770130	12684	8
11511	1769581	12684	8
11511	1770132	12684	8
11512	1769581	12684	8
11512	1770130	12684	8
11513	1769581	12684	8
11513	1770131	12684	8
11514	1769606	12684	8
11514	1770134	12684	8
11515	1769606	12684	8
11515	1770133	12684	8
11516	1769581	12684	8
11516	1770130	12684	8
11517	1769606	12684	8
11517	1770134	12684	8
11518	1769582	12684	8
11518	1770136	12684	8
11519	1769582	12684	8
11519	1770135	12684	8
11520	1769582	12684	8
11520	1770135	12684	8
11521	1769582	12684	8
11521	1770136	12684	8
11522	1769582	12684	8
11522	1770136	12684	8
11523	1769581	12684	3
11523	1770130	12684	8
11524	1769581	12683	6
11524	1770130	12683	6
11525	1769581	12683	6
11525	1770131	12683	6
11526	1769581	12683	6
11526	1770132	12683	6
11527	1769606	12683	6
11527	1770134	12683	6
11528	1769606	12683	6
11528	1770133	12683	6
11529	1769582	12683	6
11529	1770136	12683	6
11530	1769582	12683	6
11530	1770135	12683	6
11531	1769581	12684	8
11531	1770130	12684	8
11532	1769581	12684	8
11532	1770131	12684	8
11533	1769581	12684	8
11533	1770132	12684	8
11534	1769606	12684	8
11534	1770134	12684	8
11535	1769606	12684	8
11535	1770133	12684	8
11536	1769582	12684	8
11536	1770136	12684	8
11537	1769582	12684	8
11537	1770135	12684	8
11538	1769581	12682	6
11538	1770130	12682	6
11539	1769581	12682	6
11539	1770131	12682	6
11540	1769581	12682	6
11540	1770132	12682	6
11541	1769606	12682	6
11541	1770134	12682	6
11542	1769606	12682	6
11542	1770133	12682	6
11543	1769582	12682	6
11543	1770136	12682	6
11544	1769582	12682	6
11544	1770135	12682	6
11552	1769581	12683	8
11552	1770130	12683	8
11553	1769581	12683	8
11553	1770131	12683	8
11554	1769581	12683	8
11554	1770132	12683	8
11555	1769606	12683	8
11555	1770134	12683	8
11556	1769606	12683	8
11556	1770133	12683	8
11557	1769582	12683	8
11557	1770136	12683	8
11558	1769582	12683	8
11558	1770135	12683	8
11559	1769581	12682	6
11559	1770130	12682	6
11560	1769581	12682	6
11560	1770131	12682	6
11561	1769581	12682	6
11561	1770132	12682	6
11562	1769606	12682	6
11562	1770134	12682	6
11563	1769606	12682	6
11563	1770133	12682	6
11564	1769582	12682	6
11564	1770136	12682	6
11565	1769582	12682	6
11565	1770135	12682	6
11566	1769581	12681	4
11566	1770130	12681	4
11567	1769581	12681	4
11567	1770131	12681	4
11567	1770132	12681	4
11568	1769606	12681	4
11568	1770133	12681	4
11568	1770134	12681	4
11569	1769582	12681	4
11569	1770136	12681	4
11570	1769582	12681	4
11570	1770135	12681	4
11571	1769581	12681	4
11571	1770130	12681	4
11572	1769581	12681	4
11572	1770131	12681	4
11572	1770132	12681	4
11573	1769606	12681	4
11573	1770133	12681	4
11573	1770134	12681	4
11574	1769582	12681	4
11574	1770136	12681	4
11575	1769582	12681	4
11575	1770135	12681	4
11576	1769581	12681	4
11576	1770130	12681	4
11577	1769581	12681	4
11577	1770131	12681	4
11577	1770132	12681	4
11578	1769606	12681	4
11578	1770133	12681	4
11578	1770134	12681	4
11579	1769582	12681	4
11579	1770136	12681	4
11580	1769582	12681	4
11580	1770135	12681	4
11581	1769581	12681	4
11581	1770130	12681	4
11582	1769581	12681	4
11582	1770131	12681	4
11582	1770132	12681	4
11583	1769606	12681	4
11583	1770133	12681	4
11583	1770134	12681	4
11584	1769582	12681	4
11584	1770136	12681	4
11585	1769582	12681	4
11585	1770135	12681	4
11662	1769572	28	100
11662	1769572	11586	1
11662	1769572	11599	1
11662	1769660	10307	50
